,drug_variation_id,medlife_product_id,fc_id,distributor_id,distributor_name,bill_number,bill_date,transcription_completed_ts,packing_quantity,mrp,formatted_name,drug_name,purchase_margin_percent,purchase_price,loose_quantity,purchase_mrp_value,lookup_index,loose_quantity_ordered,analysis
1738,2481,ACITRTN13A,1,856885,MEHUL AGENCIES, D30745,2021-01-12,2021-01-12,30,17.1307,Acitrom 4 mg (strip of 30 tablets),Acitrom,24.0012,12.236,30,513.921,1_2481_MEHUL AGENCIES,30.0,Equal
1739,157096,METXLTS32A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181264,2021-01-12,2021-01-13,20,4.275,Met XL 12.5MG (strip of 20 tablets),Met XL,24.0018,3.0535,120,513.0,1_157096_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1740,157096,METXLTS32A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181298,2021-01-12,2021-01-13,20,4.275,Met XL 12.5MG (strip of 20 tablets),Met XL,24.0018,3.0535,120,513.0,1_157096_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1741,40646,LATOPEN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217354,2021-01-15,2021-01-15,1.0,513.0,Latoprost 0.005% - 2.5ml (box of 1 eye drops),Latoprost,23.1994,390.86,1,513.0,7_40646_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
1742,157096,METXLTS32A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181406,2021-01-12,2021-01-13,20,4.275,Met XL 12.5MG (strip of 20 tablets),Met XL,24.0018,3.0535,120,513.0,1_157096_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1743,94712,ELTROTB01A,6,856885,MEHUL AGENCIES, D31151,2021-01-15,2021-01-15,60,1.7087,Eltroxin 125 mcg (bottle of 60 tablets),Eltroxin,24.0089,1.22033,300,512.61,6_94712_MEHUL AGENCIES,120.0,Excess
1744,63280,DUOLIRK01A,1,856885,MEHUL AGENCIES, D31168,2021-01-15,2021-01-15,5,12.8,Duolin 2.5 ml (box of 5 respules),Duolin,24.0237,9.14,40,512.0,1_63280_MEHUL AGENCIES,35.0,Excess
1745,66748,CEFOPDN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194879,2021-01-15,2021-01-15,1,170.33,Cefoprox 100 mg 30 ml syrup,Cefoprox,24.0027,121.66,3,510.99,1_66748_MAHAVEER MEDI-SALES PVT. LTD.,2.0,Excess
1746,67281,CHROMTN03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193548,2021-01-15,2021-01-15,10,25.53,Chrominac A (strip of 10 tablets),Chrominac A,24.003,18.235,20,510.6,7_67281_MAHAVEER MEDI-SALES PVT. LTD.,20.0,Equal
1747,91942,TOLVATN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217465,2021-01-15,2021-01-15,4,117.605,Tolvat 15 mg (strip of 4 tablets),Tolvat,23.1997,91.145,4,510.41,1_91942_VARDHAMAN PHARMA Distributors Private Limited,4.0,Equal
1748,44413,COBADTN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217445,2021-01-15,2021-01-15,15,5.6667,Cobadex Czs (strip of 15 tablets),Cobadex Czs,23.2054,4.04733,90,510.003,1_44413_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
1749,44413,COBADTN03A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217309,2021-01-15,2021-01-15,15,5.6667,Cobadex Czs (strip of 15 tablets),Cobadex Czs,23.2054,4.04733,90,510.003,7_44413_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
1750,73674,HIMALSB01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194878,2021-01-15,2021-01-15,1,175.0,Himalaya Gentle Baby Shampoo 200 ml shampoo,Himalaya Gentle Baby Shampoo,26.8449,110.94,3,510.0,1_73674_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
1751,73674,HIMALSB01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193555,2021-01-15,2021-01-15,1,175.0,Himalaya Gentle Baby Shampoo 200 ml shampoo,Himalaya Gentle Baby Shampoo,26.8449,110.94,3,510.0,6_73674_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
1752,85454,EMAMIBT01A,1,125101,M Ratan Agencies, S 6666,2021-01-13,2021-01-13,1,34.0,Mentho Plus Pain Balm 9 gm cream,Mentho Plus Pain Balm,9.7412,27.4,15,510.0,1_85454_M Ratan Agencies,15.0,Equal
1753,19234,COVERTN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215361,2021-01-12,2021-01-12,10,17.0,Coversyl 8 mg (strip of 10 tablets),Coversyl,23.1991,12.143,30,510.0,1_19234_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
1754,121893,AUGXETS02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193548,2021-01-15,2021-01-15,10,51.0,Augxetil Cv 500 mg (strip of 10 tablets),Augxetil Cv,23.9991,36.429,10,510.0,7_121893_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
1755,73674,HIMALSB01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193546,2021-01-15,2021-01-15,1,175.0,Himalaya Gentle Baby Shampoo 200 ml shampoo,Himalaya Gentle Baby Shampoo,26.8449,110.94,3,510.0,7_73674_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
1756,121893,AUGXETS02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181474,2021-01-12,2021-01-12,10,51.0,Augxetil Cv 500 mg (strip of 10 tablets),Augxetil Cv,23.9991,36.429,10,510.0,7_121893_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
1757,90474,ETERNTS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215332,2021-01-12,2021-01-12,10,16.96,Eternex T (strip of 10 tablets),Eternex T,23.2018,12.114,30,508.8,1_90474_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
1758,60495,FLEXONB01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181431,2021-01-12,2021-01-12,1,508.65,Flixonase 400 mcg - 120mdi (box of 1 aerosal spray),Flixonase ,24.0003,363.32,1,508.65,7_60495_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
1759,118131,ROZUCTN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194677,2021-01-15,2021-01-15,15,11.3,Rozucor 5 mg (strip of 15 tablets),Rozucor,24.0009,8.07133,45,508.5,7_118131_MAHAVEER MEDI-SALES PVT. LTD.,45.0,Equal
1760,94029,SUPERTN11A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194813,2021-01-15,2021-01-15,15,8.4667,Superia 20 mg (strip of 15 tablets),Superia,24.0036,6.04733,60,508.002,1_94029_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
1761,181175,ZICLATS03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,15,8.47,Zicla M (strip of 15 tablets),Zicla M,24.0036,6.04733,60,508.002,7_181175_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1762,48439,OMEZDCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194767,2021-01-15,2021-01-15,15,11.2833,Omez DSR 20 mg (strip of 15 capsules),Omez DSR,23.9955,8.06,45,507.7485,1_48439_MAHAVEER MEDI-SALES PVT. LTD.,45.0,Equal
1763,177970,ESOZDCS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215360,2021-01-12,2021-01-12,15,16.9,Esoz D 40 MG (strip of 15 capsules),Esoz D,23.2006,12.07133,30,507.0,1_177970_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
1764,63763,PROPYON10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194770,2021-01-15,2021-01-15,1,169.0,Propysalic NF 6 20 gm (box of 1 ointment),Propysalic NF 6,24.0027,120.71,3,507.0,1_63763_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
1765,69846,OLMATTN02A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215263,2021-01-12,2021-01-12,10,16.9,Olmat 40 mg (strip of 10 tablets),Olmat,23.2027,12.071,30,507.0,7_69846_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
1766,95339,PREGETN04A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181559,2021-01-12,2021-01-12,15,16.8967,Pregeb M OD 75 mg (strip of 15 tablets),Pregeb M OD,23.9982,12.06933,30,506.901,6_95339_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1767,95339,PREGETN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181380,2021-01-12,2021-01-13,15,16.8967,Pregeb M OD 75 mg (strip of 15 tablets),Pregeb M OD,23.9982,12.06933,30,506.901,1_95339_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1768,72399,OLMEZTN11A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194871,2021-01-15,2021-01-15,10,12.65,Olmezest H 20 mg (strip of 10 tablets),Olmezest H,24.006,9.035,40,506.0,1_72399_MAHAVEER MEDI-SALES PVT. LTD.,40.0,Equal
1769,48814,OVRALTK02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215392,2021-01-12,2021-01-12,21,3.4386,Ovral L (strip of 21 tablets),Ovral L,17.2414,2.96429,147,505.4742,1_48814_VARDHAMAN PHARMA Distributors Private Limited,147.0,Equal
1770,94469,PEGFIPJ01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181394,2021-01-12,2021-01-12,1,252.5,Pegfiber 154.812 gm powder,Pegfiber,24.003,180.35,2,505.0,7_94469_MAHAVEER MEDI-SALES PVT. LTD.,2.0,Equal
1771,31928,MINOZTN03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181394,2021-01-12,2021-01-12,10,25.25,Minoz 50 mg (strip of 10 tablets),Minoz,24.003,18.035,20,505.0,7_31928_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1772,82601,MOMOZCN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193546,2021-01-15,2021-01-15,1,168.3,Momoz T Cream 10 gm cream,Momoz T Cream,24.0027,120.21,3,504.9,7_82601_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
1773,67166,CONCOTN10A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181558,2021-01-12,2021-01-12,10,10.087,Concor Am 5 mg (strip of 10 tablets),Concor Am,24.0,7.205,50,504.35,6_67166_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1774,67166,CONCOTN10A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181407,2021-01-12,2021-01-12,10,10.087,Concor Am 5 mg (strip of 10 tablets),Concor Am,24.0,7.205,50,504.35,7_67166_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1775,67166,CONCOTN10A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217464,2021-01-15,2021-01-15,10,10.087,Concor Am 5 mg (strip of 10 tablets),Concor Am,23.2,7.205,50,504.35,1_67166_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
1776,71365,NADOXCN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181434,2021-01-12,2021-01-13,1,126.0,Nadoxin C 10 gm cream,Nadoxin C,24.0,90.0,4,504.0,1_71365_MAHAVEER MEDI-SALES PVT. LTD.,4.0,Equal
1777,118914,XINEPEN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217463,2021-01-15,2021-01-15,1,154.0,Xinep 5 ml (box of 1 eye drops),Xinep,23.2,120.0,3,504.0,1_118914_VARDHAMAN PHARMA Distributors Private Limited,3.0,Equal
1778,74376,STARPTN12A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215375,2021-01-12,2021-01-12,10,16.8,Starpress R XL 25 mg (strip of 10 tablets),Starpress R XL,23.2,12.0,30,504.0,1_74376_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
1779,75358,ULTRATN02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193564,2021-01-15,2021-01-15,30,8.4,Ultra D3 2k (strip of 30 tablets),Ultra D3 2k,24.0,6.0,60,504.0,6_75358_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1780,66071,MACALSN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181409,2021-01-12,2021-01-13,1,168.0,Macalvit 180 ml syrup,Macalvit,24.0,120.0,3,504.0,1_66071_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1781,75358,ULTRATN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194681,2021-01-15,2021-01-15,30,8.4,Ultra D3 2k (strip of 30 tablets),Ultra D3 2k,24.0,6.0,60,504.0,7_75358_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1782,68525,MEGABCS01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193554,2021-01-15,2021-01-15,10,8.4,Megabid 50 mg (strip of 10 capsules),Megabid,24.0,6.0,60,504.0,6_68525_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
1783,66071,MACALSN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181268,2021-01-12,2021-01-13,1,168.0,Macalvit 180 ml syrup,Macalvit,24.0,120.0,3,504.0,1_66071_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1784,66071,MACALSN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181299,2021-01-12,2021-01-13,1,168.0,Macalvit 180 ml syrup,Macalvit,24.0,120.0,3,504.0,1_66071_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1785,69250,ATORMCS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194881,2021-01-15,2021-01-15,10,16.8,Atormac Cv 10 mg (strip of 10 capsules),Atormac Cv,24.0,12.0,30,504.0,1_69250_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
1786,79559,GLYCOTN11A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215273,2021-01-12,2021-01-12,10,3.87,Glycomet SR 850 mg (strip of 10 tablets),Glycomet SR,23.2079,2.764,130,503.1,7_79559_VARDHAMAN PHARMA Distributors Private Limited,130.0,Equal
1787,90238,RECLITN11A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194887,2021-01-15,2021-01-15,14,17.9286,Reclimet Xr (strip of 14 tablets),Reclimet Xr,23.9982,12.80643,28,502.0008,1_90238_MAHAVEER MEDI-SALES PVT. LTD.,28.0,Equal
1788,90238,RECLITN11A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215363,2021-01-12,2021-01-12,14,17.9286,Reclimet Xr (strip of 14 tablets),Reclimet Xr,23.1982,12.80643,28,502.0008,1_90238_VARDHAMAN PHARMA Distributors Private Limited,28.0,Equal
1789,146462,SUGANTS01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193547,2021-01-15,2021-01-15,15,10.12,Suganril 20 mg (15 tablets in a strip),Suganril,24.0009,7.95133,45,500.94,7_146462_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Excess
1790,157647,RENUMSB04A,7,125101,M Ratan Agencies, S 6664,2021-01-13,2021-01-13,1,500.0,Renu Lens 355ML solution,Renu Lens,15.0117,360.12,1,500.0,7_157647_M Ratan Agencies,1.0,Equal
1791,100781,DFRAGTS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217310,2021-01-15,2021-01-15,10,50.0,D Frag (strip of 10 tablets),D Frag,23.2007,33.898,10,500.0,7_100781_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
1792,173924,DYDROTS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217458,2021-01-15,2021-01-15,10,50.0,Dydroboon (strip of 10 tablets),Dydroboon,23.2006,35.714,10,500.0,1_173924_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
1793,173924,DYDROTS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215386,2021-01-12,2021-01-12,10,50.0,Dydroboon (strip of 10 tablets),Dydroboon,23.2006,35.714,10,500.0,1_173924_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
1794,113679,SYNERTS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194771,2021-01-15,2021-01-15,10,25.0,Synertab (strip of 10 tablets),Synertab,24.0007,16.949,20,500.0,1_113679_MAHAVEER MEDI-SALES PVT. LTD.,20.0,Equal
1795,119218,CANDINN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,1,125.0,Candid Anti Fungal Dusting 100 gm powder,Candid Anti Fungal,23.9964,89.29,4,500.0,7_119218_MAHAVEER MEDI-SALES PVT. LTD.,4.0,Equal
1796,155762,HIMALHB02A,7,125101,M Ratan Agencies, S 6600,2021-01-11,2021-01-11,1,50.0,Himalaya Herbals Pure Hands Litchi Hand Sanitizer 100 ml liquid,Himalaya Herbals Pure Hands Litchi Hand Sanitizer,18.5274,35.59,10,500.0,7_155762_M Ratan Agencies,0.0,Not ordered
1797,77576,TOPISLN02A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215273,2021-01-12,2021-01-12,1,125.0,Topisal 3% 50 ml (box of 1 lotion),Topisal 3%,23.1963,89.29,4,500.0,7_77576_VARDHAMAN PHARMA Distributors Private Limited,4.0,Equal
1798,183415,HANSABB01A,7,3072267,PADMAVATI ENTERPRISES,372,2021-01-12,2021-01-12,250,2.0,Hansaplast Spot Bandage (pack of 250),Hansaplast Spot Bandage,37.6832,1.1128,250,500.0,7_183415_PADMAVATI ENTERPRISES,0.0,Not ordered
1799,119218,CANDINN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215360,2021-01-12,2021-01-12,1,125.0,Candid Anti Fungal Dusting 100 gm powder,Candid Anti Fungal,23.1963,89.29,4,500.0,1_119218_VARDHAMAN PHARMA Distributors Private Limited,4.0,Equal
1800,155762,HIMALHB02A,1,125101,M Ratan Agencies, S 6601,2021-01-11,2021-01-11,1,50.0,Himalaya Herbals Pure Hands Litchi Hand Sanitizer 100 ml liquid,Himalaya Herbals Pure Hands Litchi Hand Sanitizer,18.5274,35.59,10,500.0,1_155762_M Ratan Agencies,0.0,Not ordered
1801,158201,KETOTLN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181558,2021-01-12,2021-01-12,1,166.37,Ketotar 50 ml (bottle of 1 lotion),Ketotar,23.9973,118.84,3,499.11,6_158201_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1802,96061,CIALITS03A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215262,2021-01-12,2021-01-12,1,499.0,Cialis 20 mg (strip of 1 tablet),Cialis,23.1997,356.43,1,499.0,7_96061_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
1803,96061,CIALITS03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215375,2021-01-12,2021-01-12,1,499.0,Cialis 20 mg (strip of 1 tablet),Cialis,23.1997,356.43,1,499.0,1_96061_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
1804,66286,GLYCOTN26A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194677,2021-01-15,2021-01-15,10,16.631,Glycomet Trio 2/0.3 (strip of 10 tablets),Glycomet Trio,24.0018,11.879,30,498.93,7_66286_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
1805,90315,OSMEGCN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193561,2021-01-15,2021-01-15,10,16.628,Osmega 300 mg (strip of 10 tablets),Osmega,24.0009,11.877,30,498.84,6_90315_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
1806,163929,TRIBETS12A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215331,2021-01-12,2021-01-12,15,16.606,Tribet 2mg+500mg+15mg (strip of 15 tablets),Tribet,23.2006,11.86133,30,498.18,1_163929_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
1807,131503,YASMITN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194687,2021-01-15,2021-01-15,21,23.7143,Yasmin (strip of 21 tablets),Yasmin ,17.68,19.92,21,498.0003,7_131503_MAHAVEER MEDI-SALES PVT. LTD.,21.0,Equal
1808,131503,YASMITN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215393,2021-01-12,2021-01-12,21,23.7143,Yasmin (strip of 21 tablets),Yasmin ,19.36,19.92,21,498.0003,1_131503_VARDHAMAN PHARMA Distributors Private Limited,21.0,Equal
1809,44581,FORACIN01A,7,856885,MEHUL AGENCIES, D30735,2021-01-12,2021-01-12,1,252.67,Foracort 100 mcg (box of 1 inhaler),Foracort,24.0,177.6,2,497.28,7_44581_MEHUL AGENCIES,1.0,Excess
1810,101580,RICHATS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215200,2021-01-12,2021-01-12,10,16.54,Richar Cr 100 mg (strip of 10 tablets),Richar Cr,23.2019,11.814,30,496.2,7_101580_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
1811,165893,TGLIPTS07A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217310,2021-01-15,2021-01-15,20,12.4,Tglip 20MG (strip of 20 tablets),Tglip,23.2012,8.857,40,496.0,7_165893_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
1812,150111,SKINLCT05A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,1,247.8,Skinlite 25GM cream,Skinlite,24.0,177.0,2,495.6,7_150111_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1813,95096,SENSISS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194878,2021-01-15,2021-01-15,1,165.0,Sensidew 75 gm (box of 1 soap),Sensidew,24.003,111.86,3,495.0,1_95096_MAHAVEER MEDI-SALES PVT. LTD.,2.0,Excess
1814,103322,TYZAZCT01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193557,2021-01-15,2021-01-15,1,165.0,Tyza Cream 30 mg cream,Tyza Cream,23.9982,117.86,3,495.0,6_103322_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Excess
1815,95019,SHARKPN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217415,2021-01-15,2021-01-15,1,150.5501,Sharkoferrol 200 ml syrup,Sharkoferrol,23.2,117.75,3,494.55,1_95019_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
1816,165102,NEOMETB05A,1,856885,MEHUL AGENCIES, D30749,2021-01-12,2021-01-12,120,4.1126,Neo Mercazole 10 MG (bottle of 120 tablets),Neo Mercazole,23.9994,2.93758,120,493.512,1_165102_MEHUL AGENCIES,120.0,Equal
1817,165102,NEOMETB05A,1,856885,MEHUL AGENCIES, D31166,2021-01-15,2021-01-15,120,4.1126,Neo Mercazole 10 MG (bottle of 120 tablets),Neo Mercazole,23.9994,2.93758,120,493.512,1_165102_MEHUL AGENCIES,120.0,Equal
1818,82990,ROSEDTN07A,1,856885,MEHUL AGENCIES, D30747,2021-01-12,2021-01-12,10,16.45,Roseday F 5 mg (strip of 10 tablets),Roseday F,24.0,11.75,30,493.5,1_82990_MEHUL AGENCIES,30.0,Equal
1819,187996,,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181432,2021-01-12,2021-01-12,15,32.8667,Golbi 300 MG (strip of 15 tablets),Golbi,23.9998,25.04133,15,493.0005,7_187996_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
1820,106110,CALCITS08A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193564,2021-01-15,2021-01-15,30,8.2,Calcimax Forte (strip of 30 tablets),Calcimax Forte,24.0019,5.857,60,492.0,6_106110_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
1821,75922,ARGIPSN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215386,2021-01-12,2021-01-12,1,41.0,Argipreg 6.5 gm (box of 1 sachet),Argipreg ,35.9906,29.29,12,492.0,1_75922_VARDHAMAN PHARMA Distributors Private Limited,10.0,Excess
1822,75922,ARGIPSN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,1,41.0,Argipreg 6.5 gm (box of 1 sachet),Argipreg ,36.6574,29.29,12,492.0,7_75922_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Excess
1823,75922,ARGIPSN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181558,2021-01-12,2021-01-12,1,41.0,Argipreg 6.5 gm (box of 1 sachet),Argipreg ,36.6574,29.29,12,492.0,6_75922_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Excess
1824,186987,COFSISB04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,1,82.0,Cofsils Naturals Cough 100 ML syrup,Cofsils Naturals Cough,64.0009,58.57,6,492.0,1_186987_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Excess
1825,57567,GEMERTN08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,10,8.2,Gemer Forte 1 mg (strip of 10 tablets),Gemer Forte,24.0019,5.857,60,492.0,1_57567_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
1826,100804,CANDISN05A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,1,163.5,Candid Anti Fungal 125 gm (box of 1 soap),Candid Anti Fungal,23.9983,110.85,3,490.5,7_100804_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
1827,90996,ONDERTS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194824,2021-01-15,2021-01-15,10,51.5,Ondero 5 mg (strip of 10 tablets),Ondero,17.68,36.75,10,490.0,1_90996_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
1828,11842,LESURTN01A,6,856885,MEHUL AGENCIES, D30752,2021-01-12,2021-01-12,10,9.8,Lesuride 25 mg (strip of 10 tablets),Lesuride,24.0,7.0,50,490.0,6_11842_MEHUL AGENCIES,30.0,Excess
1829,150621,ACTIVPS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217302,2021-01-15,2021-01-15,1,49.0,Activ Kids Unobiotics Junior 1gm (sachet of 1 granules),Activ Kids Unobiotics Junior,23.2008,33.22,10,490.0,7_150621_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
