drug_variation_id,medlife_product_id,fc_id,distributor_id,distributor_name,bill_number,bill_date,transcription_completed_ts,packing_quantity,mrp,formatted_name,drug_name,purchase_margin_percent,purchase_price,loose_quantity,purchase_mrp_value
121578,CETAPTS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181570,2021-01-12,2021-01-13,15,12.8940,Cetapin V 0.3 mg (strip of 15 tablets),Cetapin V,24.0000,9.21000,60,773.6400
101431,ANABOLB01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194819,2021-01-15,2021-01-15,1,386.5000,Anaboom 100 ml shampoo,Anaboom,24.0011,262.03000,2,773.0000
74824,TELSATN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181378,2021-01-12,2021-01-13,15,7.3500,Telsar 40 mg (strip of 15 tablets),Telsar,24.0000,5.25000,105,771.7500
90913,NITROTS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194814,2021-01-15,2021-01-15,30,8.5667,Nitrocontin 2.6 mg (strip of 30 tablets),Nitrocontin,24.0006,6.11900,90,771.0030
69175,GLUCOTN36A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194868,2021-01-15,2021-01-15,15,10.2667,Gluconorm G 1 mg (strip of 15 tablets),Gluconorm G,24.0000,7.33333,75,770.0025
90930,PREGECN06A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194810,2021-01-15,2021-01-15,10,15.3700,Pregeb M 75 mg (strip of 10 capsules),Pregeb M,23.9970,10.97900,50,768.5000
122370,CETAPTN05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194813,2021-01-15,2021-01-15,15,12.8067,Cetapin V 0.2 mg (strip of 15 tablets),Cetapin V,23.9968,9.14800,60,768.4020
81125,NICOTGN05A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193553,2021-01-15,2021-01-15,9,10.6667,Nicotex Pan 4 mg (box of 9 gums),Nicotex Pan,24.0055,7.23111,72,768.0024
59100,ARBITTN12A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,10,12.8000,Arbitel H 40 mg (strip of 10 tablets),Arbitel H,23.9988,9.14300,60,768.0000
68676,FERTITS04A,1,856885,MEHUL AGENCIES, D31163,2021-01-15,2021-01-15,10.0,25.5500,Fertisure F (strip of 10 tablets),Fertisure F,24.0001,17.32200,30,766.5000
58773,CEFTUTN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215364,2021-01-12,2021-01-12,4,57.7750,Ceftum 250 mg (strip of 4 tablets),Ceftum,23.2006,45.39250,12,762.6000
94343,CREMASB03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193547,2021-01-15,2021-01-15,1,254.1000,Cremaffin Delicious Mixed Fruit (Pink Liquid) 450 ml syrup,Cremaffin Delicious Mixed Fruit (Pink Liquid),24.0000,181.50000,3,762.3000
78525,TRANSDN02A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217310,2021-01-15,2021-01-15,1,347.0000,Transpacer V,Transpacer V,23.2008,272.14000,2,762.0000
80715,LIVOGCN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215386,2021-01-12,2021-01-12,15,4.6140,Livogen (strip of 15 capsules),Livogen ,23.2089,3.29533,165,761.3100
94707,GLIMITN67A,6,856885,MEHUL AGENCIES, D30734,2021-01-12,2021-01-12,10,15.2250,Glimisave MV 3.3 mg (strip of 10 tablets),Glimisave MV,24.0000,10.87500,50,761.2500
90096,GLUFOTN06A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181406,2021-01-12,2021-01-13,15,12.6753,Gluformin G 2 mg (strip of 15 tablets),Gluformin G,23.9984,9.05400,60,760.5180
90096,GLUFOTN06A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181298,2021-01-12,2021-01-13,15,12.6753,Gluformin G 2 mg (strip of 15 tablets),Gluformin G,23.9984,9.05400,60,760.5180
90096,GLUFOTN06A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181265,2021-01-12,2021-01-13,15,12.6753,Gluformin G 2 mg (strip of 15 tablets),Gluformin G,23.9984,9.05400,60,760.5180
91427,SAZOZTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181408,2021-01-12,2021-01-13,15,12.6667,Sazo 1000 mg (strip of 15 tablets),Sazo,24.0024,9.04733,60,760.0020
91427,SAZOZTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181299,2021-01-12,2021-01-13,15,12.6667,Sazo 1000 mg (strip of 15 tablets),Sazo,24.0024,9.04733,60,760.0020
91427,SAZOZTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181265,2021-01-12,2021-01-13,15,12.6667,Sazo 1000 mg (strip of 15 tablets),Sazo,24.0024,9.04733,60,760.0020
149897,GINKOTS04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181478,2021-01-12,2021-01-13,10,25.3000,Ginkocer Plus (strip of 10 tablets),Ginkocer Plus,23.9980,17.15300,30,759.0000
88160,CILACTN05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181406,2021-01-12,2021-01-13,10,12.6410,Cilacar M 10 50 mg (strip of 10 tablets),Cilacar M 10,23.9940,9.03000,60,758.4600
88160,CILACTN05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181264,2021-01-12,2021-01-13,10,12.6410,Cilacar M 10 50 mg (strip of 10 tablets),Cilacar M 10,23.9940,9.03000,60,758.4600
88160,CILACTN05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181298,2021-01-12,2021-01-13,10,12.6410,Cilacar M 10 50 mg (strip of 10 tablets),Cilacar M 10,23.9940,9.03000,60,758.4600
58022,AHAGLFT01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193547,2021-01-15,2021-01-15,1,252.7500,Ahaglow 50 gm (box of 1 face wash),Ahaglow,23.9982,171.36000,3,758.2500
148166,TELPRTS06A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215331,2021-01-12,2021-01-12,15,16.8467,Telpres H 40 mg (strip of 15 tablets),Telpres H,23.2000,12.03333,45,758.1015
68439,EYEMIGN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215271,2021-01-12,2021-01-12,1,379.0000,Eyemist Eye 10 mg (box of 1 gel),Eyemist Eye,23.2012,270.71000,2,758.0000
75208,DOXINTN02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181422,2021-01-12,2021-01-12,30,6.3140,Doxinate (strip of 30 tablets),Doxinate ,24.0000,4.51000,120,757.6800
75208,DOXINTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194868,2021-01-15,2021-01-15,30,6.3140,Doxinate (strip of 30 tablets),Doxinate ,24.0000,4.51000,120,757.6800
162815,COTTOEB02A,1,125101,M Ratan Agencies, S 6666,2021-01-13,2021-01-13,100,0.4200,Tulip Cotton Buds Jar ear buds (pack of 100),Tulip Cotton Buds Jar,36.6267,0.24500,1800,756.0000
91684,COEHBTS03A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215262,2021-01-12,2021-01-12,10,12.6000,CoeHB (strip of 10 tablets),CoeHB,23.2000,9.00000,60,756.0000
36169,URISPTN03A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193562,2021-01-15,2021-01-15,15,25.1707,Urispas 200 mg (strip of 15 tablets),Urispas,23.9988,17.97933,30,755.1210
36169,URISPTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194775,2021-01-15,2021-01-15,15,25.1707,Urispas 200 mg (strip of 15 tablets),Urispas,23.9988,17.97933,30,755.1210
2454,ACITRTN07A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215200,2021-01-12,2021-01-12,30,12.5767,Acitrom 2 mg (strip of 30 tablets),Acitrom,23.2000,8.98333,60,754.6020
2454,ACITRTN07A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215331,2021-01-12,2021-01-12,30,12.5767,Acitrom 2 mg (strip of 30 tablets),Acitrom,23.2000,8.98333,60,754.6020
163121,ATORFCS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194814,2021-01-15,2021-01-15,15,18.3333,Atorfit Cv 10 mg (strip of 15 capsules),Atorfit Cv,24.0018,11.96400,45,753.7500
86226,ECODPCN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215361,2021-01-12,2021-01-12,15,16.7333,E Cod Plus (strip of 15 capsules),E Cod,23.1998,11.34467,45,752.9985
90170,NODONTN06A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194868,2021-01-15,2021-01-15,10,15.0500,Nodon H (strip of 10 tablets),Nodon H,24.0000,10.75000,50,752.5000
45579,MONDETN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,10,18.8000,Mondeslor (strip of 10 tablets),Mondeslor,24.0032,13.42800,40,752.0000
70519,LUBRITN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194892,2021-01-15,2021-01-15,60,6.2550,Lubrijoint 500 mg (bottle of 60 tablets),Lubrijoint,24.0004,4.46783,120,750.6000
100858,CROUSGT01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217439,2021-01-15,2021-01-15,1,250.0000,Crousho 30 gm (box of 1 gel),Crousho,23.2006,178.57000,3,750.0000
90401,GEMCACN06A,1,856885,MEHUL AGENCIES, D31166,2021-01-15,2021-01-15,10,25.0000,Gemcal Plus (strip of 10 capsules),Gemcal Plus,24.0006,17.85700,30,750.0000
59396,DAFLOTN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215361,2021-01-12,2021-01-12,10.0,12.5000,Daflon 500 mg (strip of 10 tablets),Daflon,23.1963,8.92900,60,750.0000
89685,VOLIXTN03A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181422,2021-01-12,2021-01-12,15,12.5000,Volix 0.3 mg (strip of 15 tablets),Volix,24.0049,8.92800,60,750.0000
28861,PROLOTN14A,1,856885,MEHUL AGENCIES, D30744,2021-01-12,2021-01-12,10,3.7500,Prolomet XL 12.5 mg (strip of 10 tablets),Prolomet XL,23.9878,2.67900,200,750.0000
68868,FOLINTN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217415,2021-01-15,2021-01-15,10.0,14.9500,Folinal Plus (strip of 10 tablets),Folinal Plus,23.2041,10.67800,50,747.5000
68868,FOLINTN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217424,2021-01-15,2021-01-15,10.0,14.9500,Folinal Plus (strip of 10 tablets),Folinal Plus,23.2041,10.67800,50,747.5000
112173,SHYNOSB01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194765,2021-01-15,2021-01-15,1,249.0000,Shyn On 100 ml shampoo,Shyn On,23.9971,168.82000,3,747.0000
88116,TEMSATN07A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181474,2021-01-12,2021-01-12,10,12.4400,Temsan Ct 80 mg (strip of 10 tablets),Temsan Ct,23.9976,8.88600,60,746.4000
81596,TRIVOTS05A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215271,2021-01-12,2021-01-12,10.0,14.9000,Trivolib 1 mg (strip of 10 tablets),Trivolib,23.1990,10.64300,50,745.0000
174429,VALZATS03A,7,856885,MEHUL AGENCIES, D30726,2021-01-12,2021-01-12,15,16.5333,Valzaar 80 mg (strip of 15 tablets),Valzaar,24.0012,11.80933,45,743.9985
150111,SKINLCT05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181408,2021-01-12,2021-01-13,1,247.8000,Skinlite 25GM cream,Skinlite,24.0000,177.00000,3,743.4000
150111,SKINLCT05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181299,2021-01-12,2021-01-13,1,247.8000,Skinlite 25GM cream,Skinlite,24.0000,177.00000,3,743.4000
150111,SKINLCT05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181268,2021-01-12,2021-01-13,1,247.8000,Skinlite 25GM cream,Skinlite,24.0000,177.00000,3,743.4000
29608,CONCOTN02A,6,856885,MEHUL AGENCIES, D31151,2021-01-15,2021-01-15,10,14.8260,Concor 10 mg (strip of 10 tablets),Concor,24.0000,10.59000,50,741.3000
97170,CETAPLB01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193573,2021-01-15,2021-01-15,1,740.0000,Cetaphil Baby Daily Lotion 400 ml (box of 1 lotion),Cetaphil Baby Daily Lotion,24.0007,501.69000,1,740.0000
97170,CETAPLB01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194684,2021-01-15,2021-01-15,1,740.0000,Cetaphil Baby Daily Lotion 400 ml (box of 1 lotion),Cetaphil Baby Daily Lotion,24.0007,501.69000,1,740.0000
99726,OSMEGCN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194900,2021-01-15,2021-01-15,10,24.6440,Osmega 500 mg (strip of 10 capsules),Osmega,23.9994,17.60300,30,739.3200
17681,TOPAMTN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215262,2021-01-12,2021-01-12,10.0,36.9000,Topamac 100 mg (strip of 10 tablets),Topamac,23.2004,26.35700,20,738.0000
106110,CALCITS08A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215409,2021-01-12,2021-01-12,30,8.2000,Calcimax Forte (strip of 30 tablets),Calcimax Forte,23.2019,5.85700,90,738.0000
47985,GESTOCN07A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194900,2021-01-15,2021-01-15,10.0,70.3000,Gestofit SR 400 mg (strip of 10 tablets),Gestofit SR,24.0004,52.71400,10,738.0000
79559,GLYCOTN11A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,10,3.8700,Glycomet SR 850 mg (strip of 10 tablets),Glycomet SR,24.0079,2.76400,190,735.3000
179943,LIPICTS05A,1,856885,MEHUL AGENCIES, D31152,2021-01-15,2021-01-15,20,6.1265,Lipicure 10 mg (strip of 20 tablets),Lipicure,24.0012,4.37600,120,735.1800
179943,LIPICTS05A,1,856885,MEHUL AGENCIES, D30749,2021-01-12,2021-01-12,20,6.1265,Lipicure 10 mg (strip of 20 tablets),Lipicure,24.0012,4.37600,120,735.1800
55311,ZINCOTN22A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181407,2021-01-12,2021-01-12,15.0,7.0000,Zincovit (strip of 15 tablets),Zincovit,24.0069,4.74533,105,735.0000
69089,NUHENTS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194879,2021-01-15,2021-01-15,10.0,24.5000,Nuhenz (strip of 10 tablets),Nuhenz,24.0000,17.50000,30,735.0000
99667,ORTHOOB01A,6,125101,M Ratan Agencies, S 6599,2021-01-11,2021-01-11,1,105.0000,Orthoherb 100 ml (box of 1 oil),Orthoherb,19.7099,77.60000,7,735.0000
8909,ZOVIRTN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181570,2021-01-12,2021-01-13,5.0,36.7200,Zovirax 800 mg (strip of 5 tablets),Zovirax,24.0017,26.22800,20,734.4000
83014,ROZAVTN08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194887,2021-01-15,2021-01-15,10,36.7000,Rozavel F 20 mg (strip of 10 tablets),Rozavel F,24.0008,26.21400,20,734.0000
83014,ROZAVTN08A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181394,2021-01-12,2021-01-12,10,36.7000,Rozavel F 20 mg (strip of 10 tablets),Rozavel F,24.0008,26.21400,20,734.0000
67042,COQFOCN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193550,2021-01-15,2021-01-15,10,73.4000,CoQ Forte (strip of 10 capsules),CoQ Forte,24.0011,49.76200,10,734.0000
92273,CETAPTN07A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194806,2021-01-15,2021-01-15,15,4.0693,Cetapin XR 1000 mg (strip of 15 tablets),Cetapin XR,24.0000,2.90667,180,732.4740
92584,NEFROTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194813,2021-01-15,2021-01-15,15,12.2000,Nefrosave (strip of 15 tablets),Nefrosave,24.0025,8.71400,60,732.0000
115106,AMLONTN08A,1,856885,MEHUL AGENCIES, D30750,2021-01-12,2021-01-12,15,8.1333,Amlong A (strip of 15 tablets),Amlong A,24.0025,5.80933,90,731.9970
50008,DIAVICN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217439,2021-01-15,2021-01-15,10,12.7730,Diavit Plus (strip of 10 capsules),Diavit Plus,23.2051,8.67800,60,729.0000
30535,GENTEEN01A,1,856885,MEHUL AGENCIES, D31156,2021-01-15,2021-01-15,1,182.0000,Genteal 10 ml (box of 1 eye drops),Genteal,24.0000,130.00000,4,728.0000
22015,PAUSETN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215363,2021-01-12,2021-01-12,10,18.1810,Pause 500 mg (strip of 10 tablets),Pause,23.2011,13.85200,40,727.2400
71598,NERVUCN03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,10,18.1530,Nervup OD (strip of 10 capsules),Nervup OD,24.0025,12.96600,40,726.1200
90350,PANTOTN22A,1,856885,MEHUL AGENCIES, D31165,2021-01-15,2021-01-15,15,12.0193,Pantodac 40 mg (strip of 15 tablets),Pantodac,23.9992,8.58533,60,721.1580
74004,KOMBITN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181431,2021-01-12,2021-01-12,7,51.5000,Kombiglyze Xr 500 mg (strip of 7 tablets),Kombiglyze Xr,24.0000,36.78571,14,721.0000
19966,REPACTN03A,6,856885,MEHUL AGENCIES, D30752,2021-01-12,2021-01-12,10,6.5500,Repace 50 mg (strip of 10 tablets),Repace,23.9979,5.14300,100,720.0000
97675,MBRYOPS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215263,2021-01-12,2021-01-12,1,72.0000,Mbryo Safe 7 gm (box of 1 sachet),Mbryo Safe,23.1979,51.43000,10,720.0000
151223,AMRITSB01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193574,2021-01-15,2021-01-15,1,240.0000,Amrita Bindu 120ML syrup,Amrita Bindu,19.7611,180.99000,3,720.0000
184851,CEEPLTB01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181433,2021-01-12,2021-01-12,30,12.0000,Ceeplus Immunity Booster (bottle of 30 tablets),Ceeplus Immunity Booster,24.0211,8.13333,60,720.0000
53787,PROLOTN08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,10,9.0000,Prolomet Am 25 mg (strip of 10 tablets),Prolomet Am,24.0068,6.42800,80,720.0000
97728,TRIBOTS01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181423,2021-01-12,2021-01-12,10,24.0000,Triboost (strip of 10 tablets),Triboost,21.8102,16.74000,30,720.0000
72391,OLMEZTN07A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,10,18.0000,Olmezest Beta 50 mg (strip of 10 tablets),Olmezest Beta,24.0008,12.85700,40,720.0000
70180,ORSLZTN01A,7,325554,Bhagerathi Enterprises,JJGST2007102,2021-01-12,2021-01-13,1,40.0000,ORS L Plus Orange 200 ml solution,ORS L Plus Orange,21.6039,28.57000,18,720.0000
35032,CARDITN56A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193553,2021-01-15,2021-01-15,10,9.0000,Cardivas Cr 10 mg (strip of 10 tablets),Cardivas Cr,24.0068,6.42800,80,720.0000
148160,SCAREGT02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193546,2021-01-15,2021-01-15,1,239.5800,Scarend 15 gm (tube of 1 gel),Scarend,23.9994,171.13000,3,718.7400
24601,NOOTRTN02A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215384,2021-01-12,2021-01-12,30,23.9500,Nootropil 800 mg (strip of 30 tablets),Nootropil,23.1991,17.10733,30,718.5000
24601,NOOTRTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194782,2021-01-15,2021-01-15,30,23.9500,Nootropil 800 mg (strip of 30 tablets),Nootropil,23.9992,17.10733,30,718.5000
74342,PRADATN02A,7,856885,MEHUL AGENCIES, D30735,2021-01-12,2021-01-12,10,71.8000,Pradaxa 150 mg (strip of 10 capsules),Pradaxa,20.1718,53.86900,10,718.0000
52310,METNECN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217337,2021-01-15,2021-01-15,10,11.9640,Met Neurobion (strip of 10 capsules),Met Neurobion,23.1974,8.54600,60,717.8400
88154,OLKEMTN05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194868,2021-01-15,2021-01-15,10,14.3500,Olkem CT 20 mg (strip of 10 tablets),Olkem CT,24.0000,10.25000,50,717.5000
44593,FORACIN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181380,2021-01-12,2021-01-13,1,358.7500,Foracort 200 mcg (packet of 1 inhaler),Foracort,24.0000,256.25000,2,717.5000
164985,ZURIGTS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215393,2021-01-12,2021-01-12,15,11.9280,Zurig 40MG (strip of 15 tablets),Zurig,23.2000,8.52000,60,715.6800
59469,AUGMESN01A,1,856885,MEHUL AGENCIES, D31152,2021-01-15,2021-01-15,1,143.0500,Augmentin DDS 30 ml syrup,Augmentin DDS,23.9989,102.18000,5,715.2500
32444,EZEDOTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215375,2021-01-12,2021-01-12,10.0,14.2900,Ezedoc 10 mg (strip of 10 tablets),Ezedoc,23.2011,10.20700,50,714.5000
179967,,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181570,2021-01-12,2021-01-13,30,2.1643,Rantac 300 mg (strip of 30 tablets),Rantac,30.9070,1.54600,330,714.2190
29804,PRASITN05A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215272,2021-01-12,2021-01-12,10,23.8000,Prasita 10 mg (strip of 10 tablets),Prasita,23.2000,17.00000,30,714.0000
44585,MAXIFIN03A,7,856885,MEHUL AGENCIES, D31176,2021-01-15,2021-01-15,1,647.9500,Maxiflo 250 mcg (box of 1 inhaler),Maxiflo,23.9239,509.61000,1,712.7400
103081,HYDENTT01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193547,2021-01-15,2021-01-15,1,237.5000,Hydent Pro 70 gm tooth paste,Hydent Pro,23.9986,161.02000,3,712.5000
167444,VYSOVTS11A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181431,2021-01-12,2021-01-12,15,9.5000,Vysov M 50/500 mg (strip of 15 tablets),Vysov M,24.0043,6.78533,75,712.5000
170033,VILDATS04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215386,2021-01-12,2021-01-12,15,7.9000,Vildamac M 50/500 MG (strip of 15 tablets),Vildamac M,23.2026,5.64267,90,711.0000
8670,ROSUVTN05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181378,2021-01-12,2021-01-13,15,9.4667,Rosuvas 5 mg (strip of 15 tablets),Rosuvas,24.0064,6.76133,75,710.0025
28530,ZYTANTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215393,2021-01-12,2021-01-12,10.0,14.2000,Zytanix 2.5 mg (strip of 10 tablets),Zytanix,23.1989,10.14300,50,710.0000
117806,ASTHAIN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181407,2021-01-12,2021-01-12,1,141.7500,Asthalin Inhaler (box of 1 inhaler),Asthalin Inhaler,24.0000,101.25000,5,708.7500
82505,HILINCN01A,6,856885,MEHUL AGENCIES, D31146,2021-01-15,2021-01-15,10,14.1750,Hilin 50 mg (strip of 10 capsules),Hilin,24.0000,10.12500,50,708.7500
30881,NUROKTN13A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,10,14.1710,Nurokind D3 (strip of 10 tablets),Nurokind D3,24.0011,10.12200,50,708.5500
30881,NUROKTN13A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193546,2021-01-15,2021-01-15,10,14.1710,Nurokind D3 (strip of 10 tablets),Nurokind D3,24.0011,10.12200,50,708.5500
69381,MONTITS03A,6,856885,MEHUL AGENCIES, D31151,2021-01-15,2021-01-15,10.0,14.1710,Monticope A (strip of 10 tablets),Monticope A,24.0011,10.12200,50,708.5500
162535,LUBICGN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194767,2021-01-15,2021-01-15,1,236.0000,Lubic Jelly 50 GM (tube of 1 gel),Lubic Jelly,27.8644,160.00000,3,708.0000
92888,AMARYTN17A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215361,2021-01-12,2021-01-12,15,11.7600,Amaryl MV 2 mg (strip of 15 tablets),Amaryl MV,23.2000,8.40000,60,705.6000
25259,GLYCOTN08A,1,856885,MEHUL AGENCIES, D30745,2021-01-12,2021-01-12,10,1.6800,Glycomet 500 mg (strip of 10 tablets),Glycomet,24.0000,1.20000,420,705.6000
95534,ROSUVTS08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181300,2021-01-12,2021-01-13,10,23.5000,Rosuvas CV 20 mg (strip of 10 capsules),Rosuvas CV,24.0032,16.78500,30,705.0000
95534,ROSUVTS08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181268,2021-01-12,2021-01-13,10,23.5000,Rosuvas CV 20 mg (strip of 10 capsules),Rosuvas CV,24.0032,16.78500,30,705.0000
95534,ROSUVTS08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181408,2021-01-12,2021-01-13,10,23.5000,Rosuvas CV 20 mg (strip of 10 capsules),Rosuvas CV,24.0032,16.78500,30,705.0000
46203,SHELCTN11A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215363,2021-01-12,2021-01-12,15,15.6367,Shelcal OS 500 mg (strip of 15 tablets),Shelcal OS,23.1980,11.16933,45,703.6515
65218,GLIMUTN14A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194879,2021-01-15,2021-01-15,15,15.6333,Glimulin MF 2 mg (strip of 15 tablets),Glimulin MF,24.0000,11.16667,45,703.4985
150560,ZODERCT01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217445,2021-01-15,2021-01-15,1,234.2500,Zoderm E 1% w/w 50gm cream,Zoderm E,23.2007,167.32000,3,702.7500
